127,7,325.64,19.39
128,10,208.53,33.02
129,5,473.92,1.38


130,2,80.68,43.45
131,6,300.78,45.05
132,8,299.56,31.61
133,4,204.64,49.43
134,6,199.61,15.84
135,6,414.82,24.34
136,3,496.3,16.44
137,1,269.56,13.69
138,10,242.75,48.34
139,7,481.87,48.36


140,3,481.34,38.08
141,8,87.98,14.71
142,10,421.92,20.45
143,5,207.98,16.81
144,10,404.02,32.19
145,3,179.06,45.48
146,3,421.61,6.89
147,5,311.05,23.24
148,4,276.31,39.67
149,7,365.19,15.24


150,5,104.37,30.73
151,2,219.31,27.29
152,10,162.39,36.51
153,2,393.86,26.81
154,7,263.45,38.17
155,4,170.67,16.8
156,8,499.27,38.7
157,4,342.97,21.83
158,3,225.0,40.18
159,6,145.76,48.24


160,8,352.86,23.35
161,3,362.19,12.87
162,9,140.79,25.91
163,2,280.76,11.06
164,3,176.76,48.1
165,1,297.16,42.21
166,10,495.55,6.0
167,8,258.04,44.91
168,9,141.04,29.67
169,4,376.12,20.56


170,1,337.93,16.06
171,3,166.27,9.46
172,1,499.03,4.64
173,7,416.15,42.75
174,7,480.78,8.97
175,9,98.82,27.87
176,8,279.05,3.91
177,3,210.12,1.1
178,2,235.72,36.1
179,6,63.47,13.69


180,7,351.74,39.6
181,8,215.88,16.68
182,5,303.94,22.49
183,10,131.07,1.93
184,9,165.67,1.54
185,2,336.57,49.15
186,2,215.99,25.34
187,6,145.1,41.41
188,5,62.66,39.25
189,1,193.25,23.3


190,7,360.14,3.02
191,9,464.47,11.01
192,10,216.62,14.31
193,1,90.93,18.19
194,7,480.13,14.96
195,4,416.5,16.98
196,1,377.5,20.51
197,6,487.92,1.08
198,2,440.85,2.8
199,8,91.71,26.63


200,10,361.24,47.65
201,4,69.06,49.3
202,2,259.66,46.27
203,6,414.01,25.26
204,9,439.05,21.08
205,6,382.13,26.03
206,3,232.93,23.56
207,4,492.83,36.34
208,3,165.8,20.31
209,5,60.35,45.91


210,3,183.93,7.73
211,3,289.57,11.59
212,2,427.07,16.7
213,3,388.41,29.99
214,6,451.96,41.09
215,1,248.17,15.54
216,7,384.45,11.6
217,6,139.93,18.77
218,10,278.11,12.17
219,9,167.07,11.52


220,6,345.75,28.42
221,7,104.3,16.63
222,5,210.02,12.67
223,4,353.43,8.51
224,5,398.64,35.0
225,5,167.97,11.91
226,6,389.78,32.77
227,3,404.5,29.57
228,2,440.69,40.1
229,1,82.69,34.33


230,10,176.27,31.82
231,7,65.79,26.88
232,2,80.01,43.42
233,6,152.5,41.52
234,2,288.18,25.58
235,8,69.86,11.13
236,8,220.62,41.05
237,1,229.57,42.15
238,8,218.35,30.09
239,9,95.01,27.7


240,2,199.88,38.88
241,2,365.45,49.87
242,7,476.83,11.23
243,9,440.72,28.2
244,3,432.9,31.8
245,7,408.79,15.61
246,5,499.29,27.17
247,5,293.78,30.77
248,2,257.11,43.96
249,9,400.36,35.97


250,7,345.35,32.72
251,1,81.0,45.88
252,10,419.84,6.65
253,2,204.6,15.53
254,2,122.11,5.33
255,7,99.61,16.15
256,8,423.91,3.74
257,4,319.7,12.55
258,3,216.44,45.9
259,7,191.97,32.11


260,7,422.72,7.66
261,9,395.5,40.91
262,8,218.5,16.45
263,8,447.2,15.07
264,2,164.08,45.35
265,8,188.81,15.25
266,7,265.26,12.13
267,7,199.92,17.24
268,4,332.55,45.46
269,7,136.88,40.57


270,1,490.94,27.06
271,8,163.42,32.75
272,6,116.88,3.07
273,3,348.27,41.32
274,10,164.27,25.04
275,8,436.57,18.63
276,6,370.93,18.57
277,7,110.61,4.84
278,9,70.23,3.79
279,8,102.11,5.7


280,1,369.03,27.41
281,5,312.26,1.76
282,4,228.04,37.03
283,4,157.64,38.72
284,2,174.22,49.77
285,6,186.05,22.79
286,5,498.3,33.69
287,7,142.01,46.48
288,9,424.54,3.63
289,2,152.04,3.72


290,1,380.95,45.07
291,7,432.15,23.11
292,2,408.16,45.02
293,10,230.88,45.26
294,9,182.11,29.81
295,1,480.17,22.28
296,5,492.47,37.97
297,3,347.61,11.24
298,7,397.91,44.81
299,2,271.37,14.52


300,7,210.47,45.59
301,8,458.4,36.5
302,8,362.6,19.93
303,9,418.99,2.35
304,10,346.38,35.25
305,4,488.11,40.74
306,10,465.45,41.66
307,3,351.72,44.07
308,4,100.2,3.18
309,9,76.86,2.83


310,7,329.15,17.65
311,8,496.03,13.45
312,5,411.78,6.06
313,2,108.33,47.18
314,7,219.52,19.27
315,7,419.78,18.73
316,1,138.67,38.84
317,2,472.01,40.58
318,3,207.62,16.92
319,6,416.21,9.0


320,7,334.5,21.33
321,1,217.72,40.36
322,5,466.28,4.37
323,1,128.87,23.1
324,9,68.05,16.07
325,2,184.95,40.45
326,6,239.13,25.52
327,9,440.62,33.66
328,10,175.97,14.37
329,8,357.07,17.88


330,1,393.8,23.36
331,5,224.86,49.01
332,3,145.96,22.71
333,2,113.48,10.86
334,7,337.94,5.74
335,6,126.89,14.59
336,2,464.37,43.68
337,1,275.86,18.28
338,4,202.69,14.08
339,10,114.77,23.53


340,10,336.63,9.23
341,5,179.88,30.96
342,2,346.55,6.1
343,6,95.25,38.5
344,1,186.47,10.76
345,6,74.05,1.57
346,1,130.0,18.28
347,1,190.13,1.69
348,7,376.67,28.5
349,1,109.84,32.43


350,8,462.34,25.43
351,1,193.14,30.98
352,6,149.25,6.49
353,7,330.41,12.23
354,4,56.84,19.04
355,4,327.7,34.8
356,8,105.58,37.76
357,6,192.86,16.85
358,2,249.15,25.24
359,3,193.39,48.33


360,4,414.71,17.99
361,2,302.63,28.12
362,7,175.11,18.81
363,6,474.44,31.27
364,7,122.63,14.14
365,6,73.49,47.35
366,7,315.8,13.06
367,5,464.22,5.11
368,5,87.42,6.51
369,4,279.42,21.97


370,7,135.41,10.65
371,2,155.76,26.9
372,10,199.11,38.15
373,3,201.44,6.09
374,7,208.54,49.94
375,8,121.25,27.98
376,4,196.71,26.5
377,4,313.19,30.45
378,8,223.55,19.25
379,4,311.03,8.92


380,1,489.46,25.83
381,3,422.82,32.48
382,6,419.45,48.89
383,8,356.69,12.85
384,6,430.26,18.12
385,7,204.93,14.47
386,5,396.27,33.02
387,10,74.42,35.34
388,3,483.66,49.21
389,7,388.44,11.93


390,6,310.01,42.85
391,7,270.02,11.78
392,1,443.56,12.67
393,3,189.13,28.19
394,4,350.78,42.29
395,3,52.86,10.58
396,6,193.44,26.32
397,10,217.18,10.66
398,3,446.94,25.8
399,10,120.1,22.0


400,5,111.63,38.16
401,10,178.04,15.54
402,8,240.14,12.32
403,6,289.77,3.82
404,1,467.5,13.08
405,6,158.02,33.09
406,4,147.86,44.46
407,4,334.4,30.79
408,2,308.02,47.46
409,2,77.49,17.72


410,2,387.83,45.82
411,2,67.03,3.86
412,5,306.38,44.05
413,5,442.24,7.49
414,9,201.33,12.3
415,10,189.18,44.57
416,7,187.86,10.15
417,1,458.23,23.86
418,10,474.38,33.59
419,4,444.06,28.69


420,6,216.04,7.6
421,7,414.95,45.41
422,1,447.71,11.84
423,7,62.77,20.78
424,7,325.88,33.54
425,4,223.19,42.89
426,7,431.63,37.91
427,8,301.33,29.91
428,1,402.68,9.4
429,8,419.16,12.57


430,7,64.91,7.34
431,5,382.81,7.25
432,7,497.49,3.06
433,1,101.97,14.46
434,8,484.16,33.42
435,10,398.48,42.4
436,7,429.44,40.54
437,9,86.84,9.1
438,7,331.25,28.32
439,2,414.82,43.04


440,3,74.36,28.53
441,8,247.43,3.67
442,1,319.46,20.52
443,8,212.74,33.75
444,1,118.2,20.46
445,10,409.31,40.98
446,8,488.86,13.21
447,4,309.4,7.26
448,4,106.28,31.93
449,3,149.96,3.88


450,2,80.86,35.67
451,1,252.67,20.87
452,10,378.11,18.44
453,9,87.23,44.22
454,6,101.91,7.04
455,7,108.37,34.62
456,2,219.4,28.64
457,10,78.31,28.52
458,3,234.15,40.99
459,6,56.89,29.28


460,4,125.4,28.11
461,10,408.02,13.99
462,6,72.83,7.29
463,6,100.96,41.9
464,4,299.47,49.16
465,5,471.83,36.26
466,3,470.72,42.56
467,1,496.43,39.34
468,6,293.64,18.74
469,4,99.39,25.39


470,10,289.87,34.97
471,7,340.05,44.57
472,6,346.06,49.45
473,9,462.37,20.29
474,6,278.78,35.1
475,6,155.4,17.9
476,4,252.08,45.64
477,2,158.8,16.09
478,3,329.9,44.64
479,6,262.52,41.45


480,5,279.34,29.56
481,5,296.03,29.27
482,10,471.39,13.27
483,2,425.68,16.61
484,6,189.15,8.4
485,3,137.82,26.28
486,6,194.54,14.3
487,1,115.76,12.69
488,5,237.45,25.73
489,4,334.02,20.31


490,9,109.42,36.86
491,8,423.07,34.37
492,2,65.72,38.84
493,9,106.15,25.4
494,5,216.31,9.31
495,6,106.12,18.21
496,4,72.67,10.21
497,4,99.58,6.36
498,10,145.72,9.45
499,4,295.5,9.53


500,5,454.88,6.88
501,8,147.86,37.65
502,8,478.45,43.48
503,9,456.86,22.68
504,6,315.2,44.81
505,4,346.34,11.96
506,3,400.32,45.03
507,5,315.6,36.73
508,7,110.57,11.7
509,3,362.33,25.62


510,1,165.23,24.9
511,6,499.19,22.09
512,7,287.58,13.41
513,8,301.51,45.84
514,5,228.88,13.1
515,4,478.73,31.52
516,10,118.77,23.33
517,4,463.01,31.11
518,2,249.04,44.24
519,2,338.53,1.68


520,4,493.57,18.88
521,6,392.19,41.82
522,6,495.63,34.2
523,8,489.35,1.57
524,8,326.32,38.16
525,2,454.45,5.36
526,4,348.12,28.71
527,1,284.07,25.38
528,5,405.36,18.84
529,2,368.97,46.74


530,1,111.36,44.09
531,9,265.41,9.25
532,8,294.72,29.28
533,8,75.46,32.03
534,3,274.35,23.11
535,9,349.15,33.04
536,2,359.2,18.82
537,4,483.1,25.16
538,1,243.7,41.92
539,2,147.2,5.64


540,8,468.45,2.66
541,6,144.23,22.57
542,3,193.2,38.82
543,8,375.58,45.87
544,1,358.6,44.59
545,5,59.9,32.71
546,6,56.54,30.66
547,9,341.62,19.21
548,7,238.52,47.89
549,4,206.27,20.44


550,1,366.74,22.16
551,2,231.36,26.22
552,3,375.68,40.63
553,10,306.58,11.09
554,6,210.33,31.03
555,3,326.41,29.62
556,4,155.02,10.76
557,8,69.18,40.56
558,1,168.93,45.99
559,2,193.53,41.45


560,6,124.9,22.25
561,1,101.25,17.5
562,3,244.72,1.91
563,8,435.15,17.4
564,1,435.24,22.29
565,1,238.76,36.24
566,6,470.31,32.39
567,10,356.42,19.63
568,1,376.29,44.14
569,3,357.25,11.83


570,7,97.18,16.18
571,4,445.74,42.35
572,5,74.65,10.54
573,1,464.35,42.06
574,10,185.17,37.33
575,9,91.77,40.98
576,6,274.67,35.86
577,6,314.91,12.71
578,3,419.07,9.8
579,7,182.0,8.09


580,8,475.55,3.32
581,9,385.74,39.61
582,4,197.55,38.42
583,6,231.36,48.41
584,10,169.51,7.03
585,1,316.19,38.15
586,5,475.51,35.57
587,7,256.45,21.83
588,5,466.76,20.38
589,8,456.89,23.56


590,2,417.7,37.43
591,1,410.42,15.2
592,7,155.57,42.05
593,5,338.69,29.35
594,6,444.19,44.51
595,7,489.25,3.51
596,9,461.15,25.55
597,7,384.71,39.91
598,7,242.23,23.13
599,3,147.41,22.0


600,10,217.28,34.51
601,3,196.95,15.11
602,8,117.77,43.17
603,2,317.21,46.96
604,5,409.37,21.9
605,8,258.68,33.23
606,9,211.45,2.52
607,1,210.77,1.46
608,8,113.47,42.41
609,4,415.9,41.09


610,4,120.56,24.61
611,8,125.8,21.74
612,10,145.73,9.88
613,3,227.63,1.94
614,4,190.49,14.32
615,10,69.03,8.47
616,1,259.26,36.96
617,7,422.3,30.18
618,5,250.92,37.58
619,2,213.31,30.67


620,8,53.54,37.08
621,1,71.41,32.34
622,4,489.25,39.42
623,5,293.06,12.31
624,8,484.73,12.49
625,10,347.09,2.47
626,3,387.05,40.59
627,8,407.6,29.31
628,3,169.81,17.81
629,5,77.29,13.02


630,1,434.72,24.65
631,9,174.74,10.15
632,8,99.29,12.76
633,8,205.37,36.1
634,8,365.84,8.64
635,1,186.68,26.69
636,3,443.22,41.79
637,4,405.78,39.75
638,7,193.72,29.73
639,8,100.11,47.38


640,5,334.06,6.45
641,10,363.69,41.22
642,4,284.87,27.28
643,9,362.72,3.4
644,7,234.07,31.83
645,8,325.55,27.55
646,6,426.96,30.72
647,6,330.7,12.99
648,1,118.38,35.87
649,2,398.96,18.46


650,2,51.49,19.65
651,3,211.41,15.2
652,2,455.21,35.89
653,3,152.03,24.75
654,4,131.06,35.99
655,2,375.15,3.59
656,7,331.26,30.25
657,3,112.8,16.61
658,6,294.0,2.48
659,8,130.21,35.47


660,7,444.98,45.19
661,2,231.5,40.76
662,4,238.35,27.36
663,9,250.69,21.6
664,7,204.76,27.24
665,10,267.63,39.67
666,9,162.9,12.98
667,8,247.91,2.51
668,8,177.9,45.38
669,8,496.87,35.38


670,4,451.52,22.83
671,9,137.38,18.46
672,6,232.32,35.18
673,3,117.5,21.47
674,7,241.79,12.36
675,6,401.99,43.36
676,2,344.71,15.49
677,8,207.58,5.46
678,10,130.38,2.68
679,3,86.09,25.61


680,1,162.61,42.4
681,5,291.92,24.64
682,2,91.54,45.5
683,6,383.11,10.09
684,2,364.9,12.83
685,7,426.85,34.23
686,8,150.79,48.02
687,9,106.47,29.72
688,4,116.63,40.88
689,4,98.71,5.57


690,5,452.94,44.06
691,4,418.21,15.71
692,5,495.06,17.19
693,6,224.82,8.9
694,5,247.84,41.51
695,3,207.23,19.3
696,2,454.84,27.88
697,1,447.12,8.16
698,10,115.22,26.55
699,9,117.62,49.25


700,9,221.9,49.15
701,5,451.5,40.07
702,3,89.16,5.36
703,1,302.21,26.23
704,1,437.28,13.86
705,6,361.94,11.29
706,4,493.19,42.72
707,8,261.28,41.2
708,7,379.74,8.38
709,9,292.49,46.03


710,3,301.74,30.13
711,6,61.14,43.27
712,3,407.57,34.08
713,3,496.08,8.58
714,6,109.92,44.88
715,8,333.14,25.48
716,5,361.4,26.67
717,7,471.87,19.9
718,4,264.5,48.63
719,6,174.28,33.86


720,1,310.95,42.85
721,9,273.95,31.6
722,5,384.2,18.28
723,9,336.74,18.72
724,2,420.67,23.46
725,9,373.71,11.7
726,5,224.93,27.68
727,10,305.97,43.92
728,7,255.78,25.08
729,6,281.6,10.59


730,7,288.94,26.78
731,10,188.53,33.09
732,1,277.7,47.38
733,4,376.65,35.37
734,9,437.04,40.88
735,4,417.79,45.07
736,6,460.46,3.37
737,2,306.14,11.43
738,9,183.96,9.28
739,9,151.54,7.9


740,5,117.27,45.91
741,7,348.01,45.01
742,9,70.27,34.41
743,6,292.45,18.04
744,7,331.44,39.93
745,7,182.51,41.17
746,7,257.44,38.94
747,2,212.78,38.73
748,8,263.92,7.63
749,2,384.49,32.28


750,2,411.9,21.21
751,2,120.38,12.2
752,2,314.52,43.2
753,8,227.32,45.69
754,9,427.13,2.84
755,7,243.17,30.07
756,1,369.1,39.52
757,8,284.92,22.86
758,8,210.38,4.74
759,10,408.91,11.79


760,9,268.94,37.61
761,9,94.48,48.88
762,2,264.86,33.57
763,1,316.41,3.08
764,3,245.11,35.72
765,5,308.06,47.03
766,7,156.16,24.84
767,5,250.56,2.69
768,5,140.08,8.19
769,4,212.54,11.43


770,5,347.48,31.52
771,2,102.11,8.06
772,8,102.56,42.82
773,5,159.31,35.97
774,3,111.59,49.78
775,2,358.14,46.67
776,9,188.22,22.24
777,7,201.85,23.99
778,9,141.05,40.3
779,2,470.48,21.26


780,6,482.93,32.68
781,1,138.66,48.96
782,8,348.71,34.7
783,5,420.51,37.62
784,4,303.35,24.24
785,9,260.78,34.73
786,1,118.33,39.29
787,1,157.74,36.26
788,6,148.63,16.79
789,5,417.86,48.77


790,5,402.42,11.06
791,9,306.15,27.77
792,2,447.04,31.06
793,1,117.31,21.84
794,9,64.62,6.07
795,3,383.05,37.0
796,9,389.06,24.01
797,4,411.7,40.82
798,3,364.72,42.94
799,8,364.07,24.92


800,2,143.61,30.79
801,10,323.59,31.61
802,7,330.1,31.99
803,8,59.7,47.72
804,6,334.09,24.78
805,7,253.52,3.31
806,2,117.65,4.98
807,4,204.18,35.45
808,8,436.29,3.43
809,7,205.54,35.28


810,7,117.48,37.56
811,4,411.52,1.82
812,3,469.72,37.87
813,5,283.25,7.15
814,3,411.92,16.56
815,10,229.15,38.49
816,1,65.86,6.43
817,1,106.81,16.48
818,1,414.54,5.84
819,8,177.96,48.19


820,5,250.5,4.34
821,1,404.86,47.53
822,4,111.13,48.29
823,9,365.84,29.14
824,3,449.0,49.55
825,6,406.67,22.34
826,4,240.06,46.79
827,1,319.18,41.15
828,9,438.05,49.81
829,2,441.22,36.1


830,6,268.32,15.15
831,7,299.76,25.6
832,10,420.72,11.08
833,7,118.9,41.13
834,6,85.61,22.34
835,5,328.95,11.65
836,2,121.82,13.31
837,7,112.38,2.21
838,8,211.34,34.58
839,5,414.03,31.94


840,2,176.56,3.74
841,5,425.05,10.3
842,9,185.99,19.67
843,10,88.63,6.49
844,9,60.62,47.18
845,7,136.9,27.25
846,9,156.77,37.5
847,5,312.34,37.41
848,7,341.45,45.34
849,2,211.75,46.74


850,4,315.63,20.26
851,9,498.7,20.2
852,7,155.86,19.44
853,6,245.21,49.47
854,3,311.32,11.39
855,9,405.08,6.19
856,3,483.38,39.2
857,10,253.1,36.56
858,9,174.45,47.97
859,5,325.77,3.44


860,6,368.25,11.37
861,6,463.91,22.56
862,1,367.53,38.26
863,2,182.02,45.74
864,4,234.08,38.88
865,6,299.34,25.64
866,7,481.58,27.98
867,1,84.56,16.9
868,6,381.55,33.55
869,7,434.16,16.07


870,6,499.94,17.51
871,1,384.28,44.07
872,7,437.72,9.16
873,4,61.88,29.74
874,10,370.35,8.87
875,6,80.14,11.48
876,2,189.4,48.49
877,7,199.77,18.38
878,5,467.0,15.32
879,3,168.83,11.98


880,8,318.56,11.06
881,6,55.73,32.19
882,1,52.01,40.75
883,9,375.17,8.19
884,6,393.84,47.08
885,4,156.94,40.79
886,9,445.2,27.31
887,7,363.07,43.5
888,10,272.33,26.81
889,3,422.1,23.91


890,3,425.37,2.9
891,6,56.63,25.76
892,7,144.4,25.83
893,1,317.96,41.7
894,2,377.96,30.61
895,5,432.87,36.14
896,10,108.96,33.25
897,7,319.43,4.2
898,6,85.1,47.76
899,7,277.5,30.8


900,8,269.03,6.96
901,1,122.93,35.91
902,1,336.48,32.29
903,8,473.01,44.84
904,2,72.71,49.69
905,7,328.85,47.25
906,7,297.51,8.42
907,3,391.27,17.45
908,10,141.91,35.7
909,9,278.07,10.85


910,5,200.24,17.41
911,5,130.83,41.68
912,3,239.06,35.99
913,1,198.83,37.59
914,2,279.0,40.99
915,6,206.84,6.35
916,9,91.15,19.86
917,4,353.08,35.46
918,7,177.29,37.52
919,3,478.44,26.59


920,3,98.54,26.06
921,10,94.72,45.63
922,2,301.37,21.64
923,8,117.78,17.36
924,3,376.36,11.07
925,2,290.2,46.13
926,1,378.35,49.7
927,5,373.5,34.34
928,6,92.23,43.71
929,9,284.88,41.54


930,1,197.16,38.91
931,4,95.67,31.75
932,8,164.02,20.73
933,8,347.19,27.62
934,10,434.0,1.02
935,10,280.4,45.51
936,8,485.13,37.98
937,4,482.98,10.61
938,4,159.62,26.99
939,6,248.86,26.33


940,5,496.19,3.81
941,3,189.42,10.48
942,5,352.54,44.0
943,3,396.01,32.62
944,7,55.01,21.92
945,4,117.74,27.7
946,9,96.53,26.12
947,4,460.94,1.7
948,7,301.36,43.57
949,10,196.93,49.27


950,9,273.01,9.46
951,4,192.23,18.08
952,9,441.95,29.99
953,8,437.0,20.53
954,8,84.28,13.97
955,1,149.24,36.37
956,10,380.25,38.59
957,9,378.05,5.14
958,8,106.82,44.26
959,10,159.59,24.96


960,7,482.54,12.13
961,8,350.4,42.39
962,7,386.68,49.72
963,9,462.34,27.8
964,3,134.8,15.33
965,4,251.07,42.82
966,8,469.66,47.82
967,2,442.23,5.71
968,10,280.25,48.97
969,8,148.98,2.87


970,9,305.09,35.4
971,10,373.66,30.22
972,10,325.67,35.39
973,5,138.5,47.03
974,6,446.84,20.18
975,4,300.74,16.21
976,1,111.39,19.04
977,8,373.06,37.67
978,5,213.63,36.86
979,4,147.41,39.06


980,9,475.85,24.93
981,10,54.17,6.54
982,2,402.5,9.82
983,10,328.77,1.37
984,3,457.79,21.51
985,8,56.32,34.81
986,6,375.38,22.91
987,5,56.15,32.01
988,5,275.58,39.89
989,7,96.8,7.24


990,5,460.85,40.83
991,3,225.61,21.98
992,2,206.75,28.4
993,10,474.85,39.1
994,9,438.79,1.81
995,10,99.84,36.19
996,5,263.65,48.02
997,4,363.91,38.54
998,9,204.22,45.83
999,10,206.44,48.64


1000,1,363.59,24.63
1001,5,251.6,45.72
1002,6,403.41,23.22
1003,7,339.18,33.22
1004,4,477.31,23.55
1005,9,263.91,30.81
1006,7,402.33,26.83
1007,8,284.91,29.2
1008,4,201.21,1.22
1009,7,190.84,22.31


1010,6,162.18,48.55
1011,9,286.91,41.33
1012,4,423.32,25.69
1013,6,290.55,18.38
1014,4,202.7,8.95
1015,2,244.9,6.19
1016,1,74.52,20.02
1017,8,481.28,3.2
1018,8,307.39,19.69
1019,10,304.81,18.83


1020,2,150.99,32.79
1021,5,332.21,8.81
1022,10,311.28,18.08
1023,10,54.95,8.39
1024,6,348.76,47.1
1025,1,308.11,3.15
1026,5,175.73,19.4
1027,6,340.8,4.24
1028,9,147.13,41.22
1029,6,109.27,17.83


1030,10,224.18,1.72
1031,3,69.82,19.64
1032,9,75.89,42.29
1033,4,424.83,45.29
1034,9,90.96,21.0
1035,1,416.96,35.23
1036,7,195.64,37.34
1037,6,107.02,25.78
1038,3,188.43,27.08
1039,1,253.67,7.81


1040,1,417.93,6.06
1041,8,451.87,37.68
1042,10,265.22,26.94
1043,9,242.56,1.72
1044,1,267.14,8.11
1045,6,318.52,37.67
1046,5,425.56,32.13
1047,10,349.11,48.53
1048,2,57.09,22.8
1049,5,451.48,12.14


1050,7,453.29,12.34
1051,9,148.52,41.9
1052,1,431.42,17.07
1053,5,198.05,27.6
1054,9,180.07,24.46
1055,2,126.7,41.16
1056,8,359.77,42.05
1057,1,138.37,46.99
1058,6,164.5,42.75
1059,1,293.93,7.81


1060,2,444.16,6.52
1061,9,422.32,47.45
1062,8,343.22,9.55
1063,4,262.77,11.05
1064,3,474.75,7.07
1065,8,229.3,48.53
1066,1,51.04,3.12
1067,6,265.21,36.19
1068,4,371.64,23.75
1069,6,396.68,20.48


1070,3,335.09,11.34
1071,5,54.45,19.46
1072,3,334.98,2.19
1073,2,305.17,32.74
1074,5,121.48,6.09
1075,10,121.28,22.73
1076,6,130.97,21.44
1077,6,201.61,13.59
1078,4,156.22,31.95
1079,10,322.85,37.54


1080,6,484.22,42.84
1081,1,415.24,40.8
1082,9,282.99,45.73
1083,4,243.06,6.11
1084,5,131.63,46.74
1085,2,270.93,33.89
1086,4,426.54,29.52
1087,6,143.59,21.64
1088,6,492.21,20.88
1089,4,323.63,26.11


1090,8,265.0,35.62
1091,10,365.23,37.55
1092,6,473.96,12.35
1093,9,239.91,30.79
1094,7,260.37,22.9
1095,1,346.39,17.79
1096,6,449.91,18.42
1097,5,110.74,42.92
1098,1,263.23,40.07
1099,10,74.3,36.08


1100,3,450.1,45.14
1101,9,146.08,4.07
1102,7,490.58,48.24
1103,6,443.73,39.91
1104,2,115.49,2.04
1105,4,117.87,33.21
1106,10,146.75,31.7
1107,6,85.88,38.63
1108,10,322.47,23.83
1109,7,473.6,25.84


1110,5,204.21,47.06
1111,8,236.43,39.17
1112,7,200.28,11.69
1113,5,389.21,38.06
1114,8,206.96,4.33
1115,4,388.94,22.57
1116,10,343.22,44.98
1117,7,386.12,20.71
1118,7,471.88,3.34
1119,7,112.24,4.3


1120,7,81.91,11.37
1121,1,178.81,47.04
1122,1,342.53,26.53
1123,9,133.45,22.78
1124,5,112.73,39.18
1125,6,68.21,12.87
1126,4,127.22,32.76
1127,4,398.71,8.5
1128,10,76.28,23.64
1129,4,414.11,8.08


1130,1,433.85,28.73
1131,5,410.19,12.04
1132,6,287.08,46.49
1133,5,152.92,41.1
1134,10,407.35,1.4
1135,8,443.75,21.16
